Temperature,Pressure,z_water,z_ABSORBENT,z_CO2,z_N2,x_water,x_ABSORBENT,x_CO2,x_N2,y_water,y_ABSORBENT,y_CO2,y_N2,LiquidPhaseFraction,VapourPhaseFraction
346.13793601095676,128608.2736017066,0.725918320901692,0.039955661240965126,0.01888906793668866,0.2152369499206543,0.9233647172622366,0.05684243831230468,0.019742398709820252,5.0445715638571225e-05,0.2612629590908496,0.00021560189050603626,0.016880904068203792,0.7216405349504408,0.7017884427525791,0.2982115572474209
433.23588528484106,212641.74754269188,0.5339379310328514,0.06788306022062898,0.06597092517651618,0.33220808357000353,0.0,0.0,0.0,0.0,0.5339379310328514,0.06788306022062898,0.06597092517651618,0.33220808357000353,0.0,1.0
381.6968357861042,166760.09125323035,0.5139205010328441,0.043583801221102475,0.043861485095694666,0.3986342126503587,0.0,0.0,0.0,0.0,0.5139205010328441,0.043583801221102475,0.043861485095694666,0.3986342126503587,0.0,1.0
334.8902446106076,248999.99740552157,0.5989367089420556,0.0715109427087009,0.07566635703667998,0.25388599131256345,0.8412862129752348,0.10469848635447292,0.05390762024946221,0.00010768042083012437,0.07919140152602239,0.0003365858913942296,0.12233037388941835,0.798141638693165,0.6819955989828572,0.3180044010171428
303.7225166410208,141878.08726223884,0.5848248157929629,0.05531239487230778,0.0828051503840834,0.27705763895064595,0.8703414481478173,0.0837043938116974,0.045893367616306795,6.0790424178608056e-05,0.029140376318984647,5.469627150587547e-05,0.1546444094427456,0.8161605179667639,0.6605845594869246,0.3394154405130753
409.3009357973933,226460.12963525718,0.5706921559758484,0.0269748879224062,0.033500288743525744,0.3688326673582196,0.2233052981894662,0.5394329238913933,0.23715369435985528,0.00010808373797456225,0.5715611794409574,0.025692922159571946,0.032990829089934656,0.36975506930908897,0.0024953590503226097,0.9975046409496775
424.0392266511917,105808.5616348777,0.5518477598391474,0.08167555380612612,0.05445712139829994,0.31201956495642663,0.0,0.0,0.0,0.0,0.5518477598391474,0.08167555380612612,0.05445712139829994,0.31201956495642663,0.0,1.0
358.9006053581834,187425.86789187044,0.6797095970716327,0.05333830434828997,0.024875274719670416,0.24207682386040688,0.8891513770469939,0.08195493159974489,0.028823291029054555,7.040032420670856e-05,0.29292711181609155,0.0004911111605158947,0.017584353299156107,0.6889974237242366,0.6487197985908042,0.3512802014091958
373.5012089982629,174037.12627416244,0.5399509571399539,0.07937459761276841,0.03949047214351595,0.3411839731037617,0.6955668018719675,0.22118406452507466,0.08319170032541344,5.743327690281838e-05,0.45584583627427544,0.0027313587761558515,0.01587143074996981,0.5255513741999455,0.3508459122712967,0.6491540877287033
420.3124377131462,242003.5792372073,0.6580440077744424,0.05096402013674379,0.08001170054078102,0.21098027154803278,0.19466191220483486,0.5518204869293274,0.25344081230994314,7.678856581421937e-05,0.6673200443254411,0.04093781727480307,0.07653997646002975,0.21520216193952746,0.019625255381476858,0.9803747446185231
394.6639883443713,135600.92089427635,0.6376082909293472,0.06050269825384021,0.03199298765510321,0.26989602316170935,0.27040922667791806,0.5175726454713551,0.21197477398937506,4.335386135179026e-05,0.6687198347966589,0.021776696208391837,0.01674373517601268,0.2927597338189365,0.07810875039019055,0.9218912496098095
