inv_temp,pressure,z_water,z_absorbent,z_co2,z_n2
0.003248736437887099,229663.41879637912,0.6556813168991357,0.0480320684611797,0.0337458331417292,0.2625407814979553
0.0027998779771828733,104477.76225713314,0.5201586964726448,0.0754227339476347,0.015904406234622,0.3885141633450985
0.0026932266226370183,206116.28726682396,0.586939472425729,0.0260586205124855,0.0175037201307713,0.3694981869310141
0.0025165684935526044,120780.26692320128,0.6017929323762655,0.0616100394725799,0.0638540118560195,0.272743016295135
0.002807938519416956,228704.65792635223,0.6826263264752924,0.0390804634243249,0.0211091626621782,0.2571840474382043
0.003073501930410357,103353.77234142506,0.6526352899614721,0.0660822202265262,0.0262624297942966,0.255020060017705
0.00258179499815592,199322.64128885,0.5170155088230968,0.0620168507844209,0.0835107341781258,0.3374569062143564
0.002496415784345299,153928.40975699946,0.6769031388126314,0.0512229907698929,0.0592896803468465,0.2125841900706291
0.0032745444089895153,145966.5662902873,0.5309418266732245,0.058513675648719,0.0478493040148168,0.3626951936632395
0.0025553866935618436,116922.7005288354,0.5771382167283445,0.0269766881875693,0.0494626440946012,0.3464224509894847
0.002466977769997274,126410.53743395025,0.61721763077192,0.0761046333424747,0.0314846848230808,0.2751930510625243
0.0024964461648890155,252520.0156411389,0.6300745735689998,0.0759209259413182,0.0572702834568917,0.2367342170327901
0.0026766418295765546,190577.2559875273,0.6398917236179114,0.0389708528853952,0.0324686810933053,0.288668742403388
0.0026517101189857573,163438.86314051924,0.4944762714579701,0.0694200654514134,0.0772676636092364,0.35883599948138
0.0027198338465151822,208249.4800269138,0.6058682256564498,0.0437559066154062,0.0422411591745913,0.3081347085535526
0.002620016212981619,217105.743088515,0.6097525517269968,0.0637666910886764,0.0778758528828621,0.2486049043014645
0.0025597857252119254,121182.10780564696,0.6173623927496373,0.0401873074844479,0.0580995711497962,0.2843507286161184
0.002635470594918491,116736.29852542654,0.6478972116671502,0.0673243685439229,0.0607943299226462,0.2239840898662805
0.002589034951691856,115520.75715382816,0.6143616276886315,0.0639495419710874,0.0333693163935095,0.2883195139467716
0.002588011817824719,206914.3144166912,0.6622443194035441,0.0288800481334328,0.0478830246161669,0.2609926078468561
0.0024473047367332564,148812.05341512104,0.6037136135995387,0.0471249597892165,0.0834362002834677,0.2657252263277769
0.002806422415202448,157940.97910292912,0.6647468405403196,0.0436173307336866,0.0358839356154203,0.2557518931105733
0.0033195152877799196,124909.30055917706,0.5422149959392846,0.0813250943645834,0.0789138826541602,0.2975460270419717
0.002942011019534135,179222.25141454255,0.565125395571813,0.0498683254607021,0.0549481395911425,0.3300581393763423
0.0025600419212919398,185906.1869900557,0.5315597376972436,0.0279733490571379,0.0810032345727086,0.3594636786729097
0.003109571353795599,110096.67088146089,0.6448551191668958,0.025242522265762,0.020491434475407,0.3094109240919351
0.002778424768126112,231423.8401060109,0.6112206411734222,0.0592954458110034,0.02688022473827,0.3026036882773042
0.003088297012938943,210994.6670942707,0.6793996256031096,0.0508598229661583,0.0694168270565569,0.2003237243741751
0.0028797379826588634,124303.25797910336,0.6593487530387938,0.0475604235753417,0.0456318604759872,0.2474589629098773
0.002404824834429228,204161.59564785197,0.5943740245327354,0.0829216274246573,0.0293973234295845,0.2933070246130228
0.002789913255710224,244019.6068962221,0.5748009106516838,0.0257142853923142,0.0239179062284529,0.3755668977275491
0.0024995129618319953,130142.86517469444,0.532563152005896,0.0413619504682719,0.0398345215525478,0.3862403759732842
0.002798822260804665,198392.89167401148,0.5606078733317554,0.0478537050262093,0.0303481364808976,0.3611902851611376
0.0026425120898118473,212563.14318483928,0.5822448300011456,0.0453228837437927,0.0824385832622647,0.2899937029927969
0.002568919978758398,156958.76293281326,0.5523101986385881,0.0792864085361361,0.0774753473512828,0.2909280454739928
0.002948831229524854,107795.22458987776,0.5679868739750236,0.0309531012177467,0.0697378653753549,0.3313221594318747
0.0032045494606001623,205952.10950846085,0.5543278210237622,0.0419709389284253,0.067403770275414,0.3362974697723985
0.0025567323891315615,238115.06250256207,0.7087887263391167,0.0340255687385797,0.0178129793237894,0.239372725598514
0.0027729558977714853,234365.35914957055,0.5883039036672562,0.0763137102499604,0.0699326269049197,0.2654497591778636
0.0032852460439469614,173279.00260502938,0.5709532211907208,0.0392055264487862,0.070823335070163,0.3190179172903299
0.003276979723056752,242035.2309547132,0.5415662385430187,0.0382097851298749,0.0334031705092638,0.3868208058178425
0.00308312921819798,225206.73526738535,0.5290076402109116,0.0410475412011146,0.031450163135305,0.3984946554526687
0.0024642712957523598,210137.2295422596,0.5767574343644082,0.0334458633512258,0.0775332628749311,0.3122634394094348
0.0029326256595929795,139748.88676113915,0.5731734801270068,0.0458210751786828,0.0454818192310631,0.3355236254632473
0.0025334717897656438,155950.899853406,0.6385168362036346,0.038916272893548,0.0705919174477458,0.2519749734550714
0.0027409454010185056,167188.69558655424,0.6019629530794919,0.0404583220742642,0.0240449909493327,0.3335337338969111
0.0024824015010347813,202637.93848212808,0.5340238913428038,0.044618864506483,0.0286506821308285,0.3927065620198846
0.0032240290027643606,135712.5569346361,0.5582970164716243,0.0388466732017695,0.0777735058777034,0.3250828044489026
0.002729093801160207,139949.53387049027,0.5898731106892228,0.0559753276407718,0.0325816873461008,0.3215698743239045
0.0028418174164164594,168440.01200938364,0.6885976132191718,0.0452273187041282,0.0155618193559348,0.2506132487207651
0.0030752354611599266,183691.534537822,0.6206796885002404,0.0766102984733879,0.0464533436391502,0.2562566693872213
0.0028948783568101765,144992.06909149652,0.6646404046751558,0.0629873234033584,0.0305635270290076,0.241808744892478
0.002442410092447781,208115.7178352354,0.5219885137677193,0.0513773541338741,0.0538351474143564,0.3727989846840501
0.002854214648007496,217647.5179991336,0.5593994353059679,0.0506811593472957,0.066318304752931,0.3236011005938053
0.0027633766104417376,150567.24079451524,0.5659107014536857,0.0777776827290654,0.0459723152965307,0.3103393005207181
0.002852533668190262,197972.443274979,0.5149696864187717,0.0694114764034748,0.0213113111630082,0.3943075260147453
0.0027797705437844974,180683.1404850469,0.6526128735765815,0.0471758792363107,0.0190801893733441,0.2811310578137636
0.0028449466920981666,209451.04679345383,0.6879785720724612,0.0362531087920069,0.0559765322040766,0.2197917869314551
0.00253584165783334,137630.2047951962,0.6482242995966225,0.0802097595483064,0.0434286896791309,0.22813725117594
0.00250863289727306,122912.96058014268,0.641756332013756,0.0720378113724291,0.0740939921885728,0.2121118644252419
0.0024753754289474367,115730.41090930346,0.6667417261749506,0.0494720628857612,0.052269196473062,0.2315170144662261
0.002890629202317011,150765.32359512057,0.5729128773324192,0.0394874987006187,0.0408234380371868,0.3467761859297752
0.003251209513227006,211193.19435996003,0.6120063637569546,0.06687499538064,0.0784963788092136,0.2426222620531916
0.0031675377118223704,132362.53611899447,0.5825515498779714,0.0599988693743944,0.0742582990042865,0.2831912817433477
0.0026226451221837404,197595.32654135252,0.6431068993825465,0.052546446621418,0.0350414058100432,0.2693052481859923
0.00301411522341495,207144.3354307674,0.6824428411293775,0.034475581664592,0.035201788553968,0.2478797886520624
0.0028828383466320256,143813.6371572269,0.5877329517435282,0.0664097591862082,0.0753603350464254,0.270496954023838
0.003223086183246579,252716.698518279,0.5119330445956438,0.0468797569908201,0.0462453171145171,0.3949418812990188
0.002761022057975222,155806.3731137314,0.7258399001508951,0.0315452717244625,0.0256211931630969,0.2169936349615454
0.0025633467618421087,144893.46776824677,0.5900675758626313,0.0500501643121242,0.0430834471154958,0.3167988127097487
0.002730771529693461,213640.73830634588,0.691235764734447,0.0650232524238526,0.0292326538823545,0.2145083289593458
0.0030630906676138957,252889.57929932512,0.5420423279050737,0.0553863400779664,0.0405506992060691,0.3620206328108907
0.0024349893871538626,143350.14670284,0.5138354894518852,0.0635878474265337,0.0625323081761598,0.3600443549454212
0.003342398231985383,158487.46817442589,0.5804327234718949,0.0324140976183116,0.0466651991847902,0.3404879797250032
0.0025648249355797368,208935.72618984617,0.7165562744718045,0.0409486732445657,0.0201846001204103,0.2223104521632194
0.0027516503581815717,128761.11495253864,0.6265668081864715,0.0415206025168299,0.0173595453053712,0.3145530439913273
0.0029734175951328175,224859.39712818945,0.6133815312851221,0.0270111291483044,0.0529105848725885,0.306696754693985
0.00299525209657063,247259.38126186372,0.4660995958559215,0.0717852307111024,0.072851925548166,0.38926324788481
0.002510296480315761,178758.6613093852,0.6302776254713536,0.0545464137010276,0.0771927364729344,0.2379832243546843
0.0024882921975598075,128283.84056012146,0.5905753211863338,0.0368246874772012,0.0542548873648047,0.3183451039716601
0.0030016727449150367,136904.6387596638,0.6932657132390887,0.0463439916074275,0.0204247419442981,0.2399655532091856
